review_id,product_sku,rating,rating_trusted,primary_theme,all_themes
CR-000559,VS-AP-4000i,5,true,none,
CR-000560,VS-AP-2000,5,true,none,
CR-000561,CP-BB-DM5440,3,true,none,
CR-000562,VS-AP-8000i,3,true,filter_cost,filter_cost
CR-000563,CP-LV-C400S,5,true,none,
CR-000564,CP-XM-4PRO,5,true,none,
CR-000565,CP-LV-C400S,5,true,none,
CR-000566,VS-AP-4000i,3,true,app_software,app_software
CR-000567,VS-AP-2000,5,true,none,
CR-000568,VS-AP-3000i,4,true,none,
CR-000569,VS-AP-3000i,2,true,app_software,app_software|sensor_trust
CR-000570,CP-XM-4PRO,4,true,none,
CR-000571,CP-DY-TP09,4,true,none,
CR-000572,CP-DY-TP09,1,true,app_software,app_software|filter_cost
CR-000573,VS-AP-8000i,1,true,filter_cost,filter_cost
CR-000574,VS-AP-3000i,4,true,none,
CR-000575,VS-AP-2000,5,true,none,
CR-000576,CP-BB-DM5440,1,true,app_software,app_software|noise
CR-000577,CP-LV-C400S,5,true,none,
CR-000578,VS-AP-2000,5,true,none,
CR-000579,VS-AC-1000i,3,true,none,
CR-000580,CP-XM-4PRO,5,true,none,
CR-000581,VS-AP-8000i,5,true,none,
CR-000582,VS-AC-1000i,5,true,none,
CR-000583,VS-AC-1000i,3,true,connectivity,connectivity
CR-000584,VS-AP-3000i,5,true,none,
CR-000585,VS-AC-1000i,3,true,none,
CR-000586,CP-BB-DM5440,5,true,none,
CR-000587,CP-DY-TP09,4,true,none,
CR-000588,VS-AC-1000i,5,true,none,
CR-000589,CP-XM-4PRO,5,true,none,
CR-000590,CP-XM-4PRO,5,true,none,
CR-000591,VS-AC-1000i,5,true,none,
CR-000592,CP-BB-DM5440,3,true,none,
CR-000593,VS-AP-4000i,1,true,connectivity,connectivity
CR-000594,VS-AP-3000i,5,true,none,
CR-000595,CP-LV-C400S,4,true,none,
CR-000596,VS-AP-3000i,1,true,app_software,app_software
CR-000597,CP-DY-TP09,5,false,sensor_trust,noise|sensor_trust
CR-000598,VS-AC-1000i,5,true,none,
CR-000599,CP-DY-TP09,5,false,reliability,filter_cost|reliability
CR-000600,VS-AP-4000i,1,true,connectivity,connectivity
CR-000601,CP-DY-TP09,1,true,noise,noise
CR-000602,CP-BB-DM5440,5,true,none,
CR-000603,VS-AP-4000i,3,true,app_software,app_software
CR-000604,CP-DY-TP09,3,true,noise,noise
CR-000605,VS-AP-4000i,5,true,none,
CR-000606,CP-XM-4PRO,5,true,none,
CR-000607,CP-LV-C400S,1,true,none,
CR-000608,VS-AP-8000i,2,true,connectivity,connectivity|reliability
CR-000609,CP-XM-4PRO,5,true,none,
CR-000610,CP-XM-4PRO,3,true,none,
CR-000611,VS-AP-4000i,4,true,none,
CR-000612,VS-AP-8000i,5,true,none,
CR-000613,VS-AP-3000i,5,true,none,
CR-000614,VS-AP-8000i,4,true,none,
CR-000615,VS-AP-4000i,5,true,none,
CR-000616,VS-AP-4000i,5,true,none,
CR-000617,CP-LV-C400S,5,true,none,
CR-000618,VS-AP-2000,4,true,none,
CR-000619,VS-AP-2000,5,true,none,
CR-000620,VS-AP-4000i,5,true,none,
CR-000621,VS-AP-8000i,5,true,none,
CR-000622,VS-AP-2000,4,true,none,
CR-000623,VS-AP-8000i,2,true,noise,noise
CR-000624,CP-BB-DM5440,5,true,none,
CR-000625,CP-DY-TP09,4,true,none,
CR-000626,VS-AC-1000i,4,true,none,
CR-000627,CP-LV-C400S,4,true,none,
CR-000628,CP-DY-TP09,4,true,none,
CR-000629,CP-LV-C400S,5,true,none,
CR-000630,CP-XM-4PRO,1,true,app_software,app_software
CR-000631,VS-AP-3000i,2,true,filter_cost,app_software|filter_cost
CR-000632,VS-AP-4000i,5,true,none,
CR-000633,VS-AC-1000i,3,true,none,
CR-000634,CP-BB-DM5440,4,true,none,
CR-000635,VS-AP-4000i,1,true,connectivity,connectivity
CR-000636,CP-BB-DM5440,4,true,none,
CR-000637,VS-AP-4000i,5,true,none,
CR-000638,CP-LV-C400S,5,true,none,
CR-000639,CP-DY-TP09,2,true,noise,noise
CR-000640,VS-AP-3000i,5,true,none,
CR-000641,VS-AP-4000i,5,true,none,
CR-000642,CP-LV-C400S,5,true,none,
CR-000643,CP-BB-DM5440,5,true,none,
CR-000644,VS-AP-2000,4,true,none,
CR-000645,CP-LV-C400S,4,true,none,
CR-000646,CP-BB-DM5440,5,true,none,
CR-000647,VS-AP-3000i,5,true,none,
CR-000648,VS-AP-4000i,4,true,none,
CR-000649,VS-AP-4000i,4,true,none,
CR-000650,VS-AP-4000i,1,true,filter_cost,filter_cost
CR-000651,VS-AP-4000i,5,false,noise,connectivity|noise
CR-000652,CP-XM-4PRO,5,true,none,
CR-000653,CP-DY-TP09,3,true,connectivity,connectivity
CR-000654,CP-LV-C400S,4,true,none,
CR-000655,VS-AP-4000i,4,true,none,
CR-000656,VS-AP-3000i,5,true,none,
CR-000657,VS-AP-2000,5,true,none,
CR-000658,VS-AP-2000,5,true,none,
CR-000659,VS-AP-8000i,5,true,none,
CR-000660,VS-AP-3000i,5,true,none,
CR-000661,VS-AC-1000i,5,true,none,
CR-000662,CP-LV-C400S,5,true,none,
CR-000663,CP-LV-C400S,5,true,none,
CR-000664,VS-AP-2000,5,true,none,
CR-000665,CP-XM-4PRO,1,true,reliability,reliability
CR-000666,CP-LV-C400S,5,true,none,
CR-000667,VS-AC-1000i,4,true,none,
CR-000668,CP-LV-C400S,3,true,app_software,app_software
CR-000669,CP-DY-TP09,5,true,none,
CR-000670,VS-AC-1000i,5,true,none,
CR-000671,VS-AP-4000i,4,true,none,
CR-000672,VS-AP-4000i,5,true,none,
CR-000673,VS-AC-1000i,5,true,none,
CR-000674,CP-XM-4PRO,1,true,none,
CR-000675,CP-LV-C400S,4,true,none,
CR-000676,CP-DY-TP09,1,true,connectivity,connectivity
CR-000677,VS-AP-2000,5,true,none,
CR-000678,CP-LV-C400S,3,true,none,
CR-000679,CP-LV-C400S,1,true,reliability,app_software|reliability
CR-000680,CP-DY-TP09,1,true,filter_cost,app_software|filter_cost
CR-000681,CP-LV-C400S,5,true,none,
CR-000682,VS-AP-2000,5,true,none,
CR-000683,VS-AP-8000i,3,true,app_software,app_software
CR-000684,CP-LV-C400S,5,true,none,
CR-000685,VS-AP-8000i,3,true,filter_cost,filter_cost
CR-000686,VS-AC-1000i,5,true,none,
CR-000687,VS-AC-1000i,1,true,app_software,app_software
CR-000688,VS-AP-4000i,5,true,none,
CR-000689,VS-AP-2000,4,true,none,
CR-000690,CP-LV-C400S,1,true,connectivity,connectivity
CR-000691,VS-AC-1000i,4,true,none,
CR-000692,CP-BB-DM5440,3,true,connectivity,connectivity
CR-000693,VS-AP-3000i,3,true,app_software,app_software
CR-000694,CP-LV-C400S,4,true,none,
CR-000695,CP-BB-DM5440,4,true,none,
CR-000696,VS-AP-4000i,4,true,none,
CR-000697,VS-AC-1000i,1,true,none,
CR-000698,VS-AP-2000,4,true,none,
CR-000699,VS-AP-4000i,4,true,none,
CR-000700,VS-AP-4000i,5,true,none,
CR-000701,VS-AP-3000i,5,true,none,
CR-000702,CP-LV-C400S,4,true,none,
CR-000703,CP-XM-4PRO,1,true,noise,noise
CR-000704,VS-AP-8000i,4,true,none,
CR-000705,VS-AP-2000,1,true,filter_cost,filter_cost
CR-000706,VS-AP-4000i,5,true,none,
CR-000707,CP-LV-C400S,1,true,filter_cost,connectivity|filter_cost
CR-000708,VS-AP-8000i,5,true,none,
CR-000709,CP-DY-TP09,4,true,none,
CR-000710,VS-AP-3000i,4,true,none,
CR-000711,CP-XM-4PRO,2,true,none,
CR-000712,CP-BB-DM5440,4,true,none,
CR-000713,CP-BB-DM5440,1,true,app_software,app_software
CR-000714,VS-AC-1000i,5,true,none,
CR-000715,VS-AP-3000i,3,true,app_software,app_software
CR-000716,VS-AP-2000,2,true,noise,noise
CR-000717,VS-AP-8000i,5,true,none,
CR-000718,VS-AP-4000i,5,true,none,
CR-000719,CP-BB-DM5440,1,true,app_software,app_software
CR-000720,VS-AP-3000i,3,true,reliability,reliability
CR-000721,CP-DY-TP09,1,true,connectivity,connectivity
CR-000722,CP-XM-4PRO,1,true,app_software,app_software|filter_cost
CR-000723,VS-AP-4000i,5,true,none,
CR-000724,VS-AP-4000i,4,true,none,
CR-000725,VS-AP-2000,5,true,none,
CR-000726,CP-DY-TP09,5,true,none,
CR-000727,VS-AP-4000i,4,true,none,
CR-000728,VS-AP-8000i,4,true,none,
CR-000729,VS-AP-3000i,4,true,none,
CR-000730,CP-XM-4PRO,5,true,none,
CR-000731,CP-DY-TP09,1,true,none,
CR-000732,VS-AP-4000i,5,true,none,
CR-000733,CP-BB-DM5440,4,true,none,
CR-000734,VS-AP-3000i,5,true,none,
CR-000735,VS-AC-1000i,4,true,none,
CR-000736,CP-XM-4PRO,5,true,none,
CR-000737,CP-BB-DM5440,1,true,connectivity,connectivity|reliability
CR-000738,VS-AC-1000i,1,true,app_software,app_software
CR-000739,VS-AP-4000i,4,true,none,
CR-000740,VS-AC-1000i,4,true,none,
CR-000741,CP-XM-4PRO,4,true,none,
CR-000742,VS-AP-8000i,5,true,none,
CR-000743,VS-AC-1000i,5,true,none,
CR-000744,CP-DY-TP09,4,true,none,
CR-000745,VS-AC-1000i,5,true,none,
CR-000746,VS-AP-3000i,5,true,none,
CR-000747,VS-AP-4000i,4,true,none,
CR-000748,VS-AP-3000i,4,true,none,
CR-000749,CP-LV-C400S,5,true,none,
CR-000750,CP-DY-TP09,1,true,filter_cost,filter_cost
CR-000751,CP-BB-DM5440,1,true,filter_cost,app_software|filter_cost
CR-000752,CP-XM-4PRO,3,true,none,
CR-000753,VS-AC-1000i,5,true,none,
CR-000754,CP-BB-DM5440,3,true,none,
CR-000755,VS-AC-1000i,5,true,none,
CR-000756,CP-DY-TP09,5,true,none,
CR-000757,VS-AP-4000i,2,true,none,
CR-000758,CP-LV-C400S,5,true,none,
CR-000759,VS-AP-3000i,1,true,noise,connectivity|noise
CR-000760,VS-AP-2000,5,true,none,
CR-000761,VS-AP-4000i,5,true,none,
CR-000762,VS-AP-4000i,5,true,none,
CR-000763,VS-AP-4000i,1,true,filter_cost,filter_cost
CR-000764,VS-AP-3000i,5,true,none,
CR-000765,CP-DY-TP09,4,true,none,
CR-000766,VS-AP-4000i,3,true,app_software,app_software
CR-000767,VS-AP-3000i,4,true,none,
CR-000768,CP-LV-C400S,1,true,filter_cost,filter_cost
CR-000769,CP-LV-C400S,4,true,none,
CR-000770,CP-BB-DM5440,5,true,none,
CR-000771,VS-AP-3000i,5,true,none,
CR-000772,CP-XM-4PRO,1,true,noise,noise
CR-000773,CP-DY-TP09,4,true,none,
CR-000774,VS-AP-4000i,3,true,none,
CR-000775,CP-BB-DM5440,4,true,none,
CR-000776,CP-LV-C400S,4,true,none,
CR-000777,CP-XM-4PRO,5,true,none,
CR-000778,CP-BB-DM5440,5,true,none,
CR-000779,VS-AP-4000i,5,true,none,
CR-000780,VS-AP-3000i,5,true,none,
CR-000781,CP-LV-C400S,5,true,none,
CR-000782,VS-AP-4000i,5,true,none,
CR-000783,CP-DY-TP09,4,true,none,
CR-000784,VS-AC-1000i,4,true,none,
CR-000785,VS-AC-1000i,5,true,none,
CR-000786,CP-DY-TP09,5,true,none,
CR-000787,CP-BB-DM5440,4,true,none,
CR-000788,CP-XM-4PRO,2,true,noise,noise
CR-000789,CP-LV-C400S,5,true,none,
CR-000790,VS-AC-1000i,5,true,none,
CR-000791,CP-DY-TP09,4,true,none,
CR-000792,CP-XM-4PRO,5,true,none,
CR-000793,CP-DY-TP09,5,true,none,
CR-000794,VS-AC-1000i,5,true,none,
CR-000795,CP-BB-DM5440,5,true,none,
CR-000796,VS-AP-2000,5,true,none,
CR-000797,CP-LV-C400S,2,true,app_software,app_software
CR-000798,CP-LV-C400S,1,false,none,
CR-000799,VS-AP-3000i,5,false,filter_cost,filter_cost|sensor_trust
CR-000800,CP-DY-TP09,1,true,none,
CR-000801,VS-AP-8000i,3,true,none,
CR-000802,VS-AP-8000i,4,true,none,
CR-000803,CP-XM-4PRO,4,true,none,
CR-000804,VS-AP-4000i,5,true,none,
CR-000805,VS-AP-4000i,5,true,none,
CR-000806,VS-AP-3000i,5,true,none,
CR-000807,VS-AP-3000i,4,true,none,
CR-000808,CP-BB-DM5440,3,true,filter_cost,filter_cost
CR-000809,CP-DY-TP09,1,true,noise,noise
CR-000810,VS-AP-2000,5,true,none,
CR-000811,CP-LV-C400S,3,true,none,
CR-000812,VS-AP-3000i,5,true,none,
CR-000813,VS-AC-1000i,1,true,connectivity,connectivity
CR-000814,CP-XM-4PRO,5,true,none,
CR-000815,CP-DY-TP09,4,true,none,
CR-000816,CP-XM-4PRO,4,true,none,
CR-000817,CP-LV-C400S,3,true,connectivity,connectivity
CR-000818,VS-AP-4000i,4,true,none,
CR-000819,VS-AP-2000,5,true,none,
CR-000820,CP-XM-4PRO,1,true,sensor_trust,reliability|sensor_trust
CR-000821,CP-DY-TP09,4,true,none,
CR-000822,VS-AP-3000i,5,true,none,
CR-000823,VS-AP-8000i,5,true,none,
CR-000824,CP-BB-DM5440,1,true,app_software,app_software|reliability
CR-000825,CP-BB-DM5440,1,true,reliability,reliability
CR-000826,VS-AP-3000i,5,true,none,
CR-000827,VS-AP-8000i,5,true,none,
CR-000828,CP-DY-TP09,4,true,none,
CR-000829,CP-XM-4PRO,4,true,none,
CR-000830,VS-AP-2000,5,true,none,
CR-000831,CP-DY-TP09,5,true,none,
CR-000832,CP-XM-4PRO,5,true,none,
CR-000833,VS-AP-4000i,5,true,none,
CR-000834,VS-AP-3000i,5,true,none,
CR-000835,VS-AP-4000i,4,true,none,
CR-000836,VS-AP-3000i,4,true,none,
CR-000837,CP-LV-C400S,3,true,none,
CR-000838,VS-AP-4000i,5,true,none,
CR-000839,VS-AP-3000i,5,true,none,
CR-000840,CP-BB-DM5440,5,true,none,
CR-000841,CP-DY-TP09,5,true,none,
CR-000842,VS-AP-2000,5,true,none,
CR-000843,VS-AC-1000i,5,true,none,
CR-000844,CP-XM-4PRO,5,true,none,
CR-000845,VS-AP-4000i,5,true,none,
CR-000846,CP-XM-4PRO,2,true,noise,filter_cost|noise
CR-000847,CP-XM-4PRO,5,true,none,
CR-000848,CP-DY-TP09,3,true,filter_cost,filter_cost
CR-000849,VS-AC-1000i,5,true,none,
CR-000850,VS-AP-4000i,5,true,none,
CR-000851,CP-DY-TP09,1,true,connectivity,connectivity|noise
CR-000852,VS-AP-8000i,5,true,none,
CR-000853,VS-AC-1000i,5,true,none,
CR-000854,VS-AC-1000i,3,true,none,
CR-000855,VS-AP-2000,5,true,none,
CR-000856,VS-AP-2000,5,true,none,
CR-000857,CP-XM-4PRO,2,true,none,
CR-000858,CP-DY-TP09,5,true,none,
CR-000859,CP-BB-DM5440,5,true,none,
CR-000860,VS-AP-2000,3,true,none,
CR-000861,CP-BB-DM5440,1,true,connectivity,connectivity|reliability
CR-000862,CP-XM-4PRO,2,true,sensor_trust,connectivity|sensor_trust
CR-000863,VS-AP-2000,4,true,none,
CR-000864,VS-AP-8000i,1,true,none,
CR-000865,VS-AP-2000,4,true,none,
CR-000866,VS-AC-1000i,5,true,none,
CR-000867,CP-DY-TP09,1,true,connectivity,connectivity
CR-000868,VS-AP-2000,5,true,none,
CR-000869,CP-XM-4PRO,5,true,none,
CR-000870,VS-AP-4000i,4,true,none,
CR-000871,CP-LV-C400S,3,true,none,
CR-000872,VS-AP-2000,1,true,sensor_trust,filter_cost|sensor_trust
CR-000873,VS-AP-8000i,5,true,none,
CR-000874,CP-XM-4PRO,1,true,connectivity,connectivity|noise
CR-000875,VS-AP-8000i,5,true,none,
CR-000876,CP-XM-4PRO,5,true,none,
CR-000877,VS-AP-4000i,5,true,none,
CR-000878,CP-BB-DM5440,1,true,noise,app_software|noise
CR-000879,VS-AP-3000i,5,true,none,
CR-000880,CP-LV-C400S,5,true,none,
CR-000881,VS-AP-8000i,1,true,none,
CR-000882,CP-BB-DM5440,5,true,none,
CR-000883,CP-XM-4PRO,5,true,none,
CR-000884,VS-AP-3000i,3,true,none,
CR-000885,VS-AP-3000i,5,true,none,
CR-000886,VS-AP-2000,4,true,none,
CR-000887,VS-AP-4000i,4,true,none,
CR-000888,CP-LV-C400S,1,true,app_software,app_software|reliability
CR-000889,CP-BB-DM5440,5,true,none,
CR-000890,VS-AP-2000,5,true,none,
CR-000891,VS-AP-4000i,1,true,sensor_trust,noise|sensor_trust
CR-000892,CP-DY-TP09,5,true,none,
CR-000893,VS-AP-8000i,4,true,none,
CR-000894,VS-AP-2000,2,true,app_software,app_software
CR-000895,VS-AP-8000i,5,true,none,
CR-000896,VS-AP-4000i,5,true,none,
CR-000897,CP-LV-C400S,4,true,none,
CR-000898,CP-DY-TP09,4,true,none,
CR-000899,VS-AC-1000i,2,true,app_software,app_software
CR-000900,CP-XM-4PRO,3,true,none,
CR-000901,CP-LV-C400S,5,true,none,
CR-000902,VS-AP-8000i,5,true,none,
CR-000903,VS-AP-8000i,1,true,filter_cost,filter_cost
CR-000904,VS-AC-1000i,5,true,none,
CR-000905,CP-LV-C400S,5,true,none,
CR-000906,VS-AP-2000,5,false,app_software,app_software
CR-000907,VS-AP-2000,4,true,none,
CR-000908,CP-BB-DM5440,4,true,none,
CR-000909,VS-AP-4000i,5,true,none,
CR-000910,CP-LV-C400S,5,true,none,
CR-000911,CP-BB-DM5440,5,true,none,
CR-000912,VS-AP-4000i,5,true,none,
CR-000913,VS-AP-8000i,5,true,none,
CR-000914,VS-AP-2000,4,true,none,
CR-000915,VS-AP-2000,5,true,none,
CR-000916,CP-LV-C400S,5,true,none,
CR-000917,CP-LV-C400S,5,true,none,
CR-000918,CP-BB-DM5440,3,true,noise,noise
CR-000919,CP-BB-DM5440,5,true,none,
CR-000920,VS-AP-8000i,4,true,none,
CR-000921,CP-BB-DM5440,5,true,none,
CR-000922,CP-BB-DM5440,4,true,none,
CR-000923,CP-LV-C400S,4,true,none,
CR-000924,VS-AP-8000i,5,true,none,
CR-000925,VS-AP-8000i,4,true,none,
CR-000926,VS-AP-3000i,4,true,none,
CR-000927,VS-AP-2000,5,true,none,
CR-000928,CP-LV-C400S,5,true,none,
CR-000929,CP-BB-DM5440,3,true,app_software,app_software
CR-000930,VS-AC-1000i,5,true,none,
CR-000931,CP-BB-DM5440,5,true,none,
CR-000932,CP-BB-DM5440,5,true,none,
CR-000933,CP-XM-4PRO,5,true,none,
CR-000934,VS-AP-3000i,4,true,none,
CR-000935,VS-AP-3000i,5,true,none,
CR-000936,VS-AP-8000i,3,true,filter_cost,filter_cost
CR-000937,VS-AP-8000i,3,true,connectivity,connectivity
CR-000938,VS-AC-1000i,5,true,none,
CR-000939,CP-LV-C400S,5,true,none,
CR-000940,VS-AP-3000i,5,true,none,
CR-000941,VS-AC-1000i,4,true,none,
CR-000942,CP-XM-4PRO,5,true,none,
CR-000943,CP-DY-TP09,5,true,none,
CR-000944,VS-AP-4000i,1,true,connectivity,connectivity
CR-000945,CP-XM-4PRO,1,true,reliability,connectivity|reliability
CR-000946,CP-XM-4PRO,5,true,none,
CR-000947,VS-AC-1000i,2,true,filter_cost,filter_cost
CR-000948,CP-BB-DM5440,5,true,none,
CR-000949,CP-DY-TP09,3,true,none,
CR-000950,CP-BB-DM5440,3,true,none,
CR-000951,VS-AP-8000i,5,true,none,
CR-000952,CP-DY-TP09,3,true,none,
CR-000953,VS-AP-8000i,3,true,none,
CR-000954,CP-LV-C400S,5,true,none,
CR-000955,CP-XM-4PRO,5,true,none,
CR-000956,CP-BB-DM5440,5,true,none,
CR-000957,CP-LV-C400S,5,true,none,
CR-000958,VS-AC-1000i,5,true,none,
CR-000959,VS-AP-2000,4,true,none,
CR-000960,CP-XM-4PRO,4,true,none,
CR-000961,CP-DY-TP09,1,true,sensor_trust,reliability|sensor_trust
CR-000962,VS-AC-1000i,2,true,filter_cost,filter_cost
CR-000963,VS-AP-4000i,5,true,none,
CR-000964,CP-BB-DM5440,5,false,connectivity,connectivity
CR-000965,CP-LV-C400S,4,true,none,
CR-000966,VS-AP-8000i,5,true,none,
CR-000967,CP-LV-C400S,5,true,none,
CR-000968,CP-LV-C400S,5,true,none,
CR-000969,VS-AP-3000i,5,true,none,
CR-000970,VS-AP-2000,5,true,none,
CR-000971,CP-XM-4PRO,5,true,none,
CR-000972,VS-AP-4000i,4,true,none,
CR-000973,VS-AP-8000i,5,true,none,
CR-000974,VS-AP-3000i,5,true,none,
CR-000975,VS-AP-8000i,2,true,app_software,app_software|noise
CR-000976,VS-AP-3000i,3,true,none,
CR-000977,VS-AP-8000i,3,true,filter_cost,filter_cost
CR-000978,CP-BB-DM5440,5,true,none,
CR-000979,CP-XM-4PRO,5,true,none,
CR-000980,VS-AP-4000i,5,true,none,
CR-000981,VS-AC-1000i,5,true,none,
CR-000982,CP-XM-4PRO,1,true,app_software,app_software
CR-000983,VS-AP-8000i,4,true,none,
CR-000984,VS-AP-4000i,5,true,none,
CR-000985,CP-LV-C400S,3,true,filter_cost,filter_cost
CR-000986,CP-XM-4PRO,5,true,none,
CR-000987,CP-DY-TP09,1,true,filter_cost,filter_cost
CR-000988,VS-AP-3000i,5,true,none,
CR-000989,CP-DY-TP09,5,true,none,
CR-000990,VS-AP-3000i,5,true,none,
CR-000991,CP-BB-DM5440,4,true,none,
CR-000992,VS-AP-3000i,4,true,none,
CR-000993,CP-LV-C400S,4,true,none,
CR-000994,CP-LV-C400S,3,true,none,
CR-000995,VS-AP-3000i,3,true,filter_cost,filter_cost
CR-000996,CP-LV-C400S,1,true,noise,noise|sensor_trust
CR-000997,VS-AP-8000i,2,true,connectivity,connectivity
CR-000998,VS-AC-1000i,5,true,none,
CR-000999,CP-LV-C400S,3,true,none,
CR-001000,CP-XM-4PRO,1,true,filter_cost,filter_cost
CR-001001,CP-BB-DM5440,5,true,none,
CR-001002,CP-BB-DM5440,5,true,none,
CR-001003,VS-AP-8000i,4,true,none,
CR-001004,CP-XM-4PRO,5,true,none,
CR-001005,VS-AP-2000,5,true,none,
CR-001006,VS-AP-8000i,5,true,none,
CR-001007,VS-AP-4000i,1,true,app_software,app_software
CR-001008,CP-XM-4PRO,5,true,none,
CR-001009,VS-AP-8000i,5,true,none,
CR-001010,VS-AP-2000,4,true,none,
CR-001011,VS-AP-8000i,5,true,none,
CR-001012,VS-AC-1000i,5,true,none,
CR-001013,VS-AC-1000i,3,true,none,
CR-001014,CP-BB-DM5440,5,true,none,
CR-001015,VS-AC-1000i,1,true,app_software,app_software
CR-001016,VS-AC-1000i,5,true,none,
CR-001017,VS-AP-2000,1,true,connectivity,connectivity
CR-001018,VS-AP-2000,5,true,none,
CR-001019,CP-XM-4PRO,4,true,none,
CR-001020,VS-AP-4000i,4,true,none,
CR-001021,VS-AC-1000i,4,true,none,
CR-001022,CP-XM-4PRO,1,true,reliability,reliability
CR-001023,VS-AP-3000i,5,true,none,
CR-001024,VS-AP-3000i,5,true,none,
CR-001025,CP-DY-TP09,5,true,none,
CR-001026,VS-AP-4000i,4,true,none,
CR-001027,VS-AC-1000i,4,true,none,
CR-001028,VS-AC-1000i,5,true,none,
CR-001029,VS-AP-2000,4,true,none,
CR-001030,VS-AC-1000i,1,true,none,
CR-001031,CP-XM-4PRO,5,true,none,
CR-001032,CP-DY-TP09,5,true,none,
CR-001033,VS-AP-3000i,5,true,none,
CR-001034,CP-LV-C400S,1,true,connectivity,connectivity
CR-001035,VS-AC-1000i,4,true,none,
CR-001036,VS-AP-2000,5,true,none,
CR-001037,CP-XM-4PRO,3,true,noise,noise
CR-001038,CP-LV-C400S,5,true,none,
CR-001039,VS-AP-2000,4,true,none,
CR-001040,CP-LV-C400S,4,true,none,
CR-001041,CP-XM-4PRO,4,true,none,
CR-001042,VS-AC-1000i,5,true,none,
CR-001043,CP-LV-C400S,5,true,none,
CR-001044,CP-DY-TP09,5,true,none,
CR-001045,VS-AC-1000i,5,true,none,
CR-001046,VS-AP-3000i,1,true,noise,noise
CR-001047,CP-XM-4PRO,5,true,none,
CR-001048,CP-LV-C400S,5,true,none,
CR-001049,CP-DY-TP09,4,true,none,
CR-001050,VS-AP-4000i,5,true,none,
CR-001051,VS-AP-4000i,4,true,none,
CR-001052,CP-LV-C400S,1,true,sensor_trust,sensor_trust
CR-001053,CP-DY-TP09,4,true,none,
CR-001054,CP-BB-DM5440,4,true,none,
CR-001055,VS-AP-4000i,3,true,noise,noise
CR-001056,CP-LV-C400S,3,true,reliability,reliability
CR-001057,VS-AP-3000i,4,true,none,
CR-001058,VS-AP-8000i,5,true,none,
CR-001059,VS-AC-1000i,1,true,filter_cost,filter_cost
CR-001060,VS-AP-8000i,5,true,none,
CR-001061,VS-AP-2000,5,true,none,
CR-001062,VS-AC-1000i,5,true,none,
CR-001063,CP-BB-DM5440,5,true,none,
CR-001064,CP-XM-4PRO,2,true,connectivity,connectivity
CR-001065,CP-LV-C400S,3,true,none,
CR-001066,VS-AP-3000i,4,true,none,
CR-001067,CP-DY-TP09,4,true,none,
CR-001068,VS-AP-4000i,3,true,none,
CR-001069,CP-BB-DM5440,4,true,none,
CR-001070,VS-AP-8000i,5,true,none,
CR-001071,VS-AP-4000i,5,true,none,
CR-001072,VS-AP-8000i,1,true,filter_cost,filter_cost|noise
CR-001073,VS-AP-3000i,5,true,none,
CR-001074,VS-AP-4000i,5,true,none,
CR-001075,VS-AP-4000i,5,true,none,
CR-001076,VS-AP-4000i,4,true,none,
CR-001077,VS-AC-1000i,5,true,none,
CR-001078,CP-LV-C400S,4,true,none,
CR-001079,CP-DY-TP09,4,true,none,
CR-001080,VS-AP-2000,2,true,app_software,app_software
CR-001081,CP-DY-TP09,4,true,none,
CR-001082,VS-AP-8000i,5,true,none,
CR-001083,VS-AP-3000i,4,true,none,
CR-001084,VS-AP-8000i,1,true,app_software,app_software
CR-001085,VS-AP-2000,5,true,none,
CR-001086,VS-AP-3000i,1,true,sensor_trust,sensor_trust
CR-001087,CP-XM-4PRO,5,true,none,
CR-001088,VS-AP-8000i,3,true,noise,noise
CR-001089,CP-XM-4PRO,5,true,none,
CR-001090,VS-AP-3000i,4,true,none,
CR-001091,CP-LV-C400S,3,true,noise,noise
CR-001092,CP-XM-4PRO,4,true,none,
CR-001093,VS-AP-2000,5,true,none,
CR-001094,CP-DY-TP09,4,true,none,
CR-001095,CP-LV-C400S,5,true,none,
CR-001096,VS-AC-1000i,5,true,none,
CR-001097,VS-AC-1000i,5,true,none,
CR-001098,CP-BB-DM5440,2,true,connectivity,connectivity
CR-001099,CP-XM-4PRO,5,true,none,
CR-001100,VS-AP-3000i,1,true,filter_cost,filter_cost
CR-001101,CP-LV-C400S,1,true,connectivity,connectivity
CR-001102,VS-AP-2000,5,true,none,
CR-001103,VS-AP-4000i,2,true,noise,app_software|noise
CR-001104,CP-XM-4PRO,1,true,connectivity,connectivity
CR-001105,VS-AP-4000i,4,true,none,
CR-001106,CP-LV-C400S,1,true,filter_cost,filter_cost
CR-001107,VS-AC-1000i,5,true,none,
CR-001108,CP-XM-4PRO,1,true,connectivity,connectivity
CR-001109,VS-AC-1000i,5,true,none,
CR-001110,VS-AP-2000,5,true,none,
CR-001111,CP-XM-4PRO,5,true,none,
CR-001112,VS-AC-1000i,2,true,reliability,noise|reliability
CR-001113,CP-BB-DM5440,3,true,none,
CR-001114,VS-AP-8000i,5,true,none,
CR-001115,CP-LV-C400S,5,true,none,
CR-001116,VS-AC-1000i,4,true,none,
CR-001117,CP-XM-4PRO,4,true,none,
CR-001118,VS-AP-4000i,1,true,filter_cost,filter_cost|sensor_trust
CR-001119,VS-AP-4000i,5,true,none,
CR-001120,VS-AP-3000i,5,true,none,
