review_id,product_sku,rating,rating_trusted,theme
CR-002698,B0B2DX3SNN,5.0,true,none
CR-002699,B0776XKZ1Y,5.0,true,none
CR-002700,B0C73KH2HD,5.0,true,none
CR-002701,B0776XKZ1Y,5.0,true,none
CR-002702,B07R81N4X9,4.0,true,none
CR-002703,B0BBV2Z7VG,5.0,true,none
CR-002704,B07R81N4X9,5.0,true,none
CR-002705,B0776XKZ1Y,5.0,true,none
CR-002706,B00X67EJI8,1.0,true,none
CR-002707,B07R81N4X9,3.0,true,none
CR-002708,B07R81N4X9,5.0,true,none
CR-002709,B07R81N4X9,5.0,true,none
CR-002710,B071DXQ1RV,1.0,true,none
CR-002711,B0C2JF5179,5.0,true,none
CR-002712,B071DXQ1RV,5.0,true,none
CR-002713,B00Z2CJ9QW,5.0,true,none
CR-002714,B071HMNTPM,5.0,true,none
CR-002715,B07R81N4X9,5.0,true,none
CR-002716,B0C2JF5179,5.0,true,none
CR-002717,B071DXQ1RV,5.0,true,none
CR-002718,B071DXQ1RV,2.0,true,none
CR-002719,B0BBV2Z7VG,5.0,true,none
CR-002720,B0BBV2Z7VG,5.0,true,none
CR-002721,B0776XKZ1Y,5.0,true,none
CR-002722,B0C2JF5179,5.0,true,none
CR-002723,B0776XKZ1Y,5.0,true,none
CR-002724,B0776XKZ1Y,3.0,true,none
CR-002725,B0C2JF5179,5.0,true,none
CR-002726,B0C2JF5179,5.0,true,none
CR-002727,B07R81N4X9,5.0,true,none
CR-002728,B0C2JF5179,5.0,true,none
CR-002729,B07G8WK2TW,5.0,true,none
CR-002730,B071DXQ1RV,2.0,true,none
CR-002731,B01GXFY0KQ,5.0,true,none
CR-002732,B093JYV9RR,4.0,true,none
CR-002733,B071DXQ1RV,5.0,true,none
CR-002734,B07R81N4X9,3.0,true,none
CR-002735,B0BBV2Z7VG,5.0,true,none
CR-002736,B0C2JF5179,5.0,true,none
CR-002737,B07C1HTHY6,4.0,true,none
CR-002738,B0BBV2Z7VG,5.0,true,none
CR-002739,B071DXQ1RV,5.0,true,none
CR-002740,B07B8LYNCX,5.0,true,none
CR-002741,B0C2JF5179,5.0,true,none
CR-002742,B07785QCTP,5.0,true,none
CR-002743,B0776XKZ1Y,4.0,true,none
CR-002744,B071DXQ1RV,4.0,true,none
CR-002745,B07R81N4X9,5.0,true,none
CR-002746,B0C2JF5179,5.0,true,none
CR-002747,B07R81N4X9,5.0,true,none
CR-002748,B07R81N4X9,5.0,true,none
CR-002749,B0C2JF5179,5.0,true,none
CR-002750,B071HMNTPM,5.0,true,none
CR-002751,B093JYV9RR,5.0,true,none
CR-002752,B07R81N4X9,5.0,true,none
CR-002753,B0C2JF5179,5.0,true,none
CR-002754,B071HMNTPM,5.0,true,none
CR-002755,B071S13BTC,1.0,true,none
CR-002756,B07R81N4X9,4.0,true,none
CR-002757,B01BHXWX30,3.0,true,none
CR-002758,B0C2JF5179,5.0,true,none
CR-002759,B07R81N4X9,4.0,true,none
CR-002760,B0BBV2Z7VG,5.0,true,noise
CR-002761,B0C2JF5179,5.0,true,none
CR-002762,B07DK5NSY1,5.0,true,none
CR-002763,B07R81N4X9,5.0,true,none
CR-002764,B0C2JF5179,2.0,true,none
CR-002765,B0776XKZ1Y,4.0,true,none
CR-002766,B07R81N4X9,5.0,true,none
CR-002767,B0B2DX3SNN,5.0,true,none
CR-002768,B076J4BK24,5.0,true,none
CR-002769,B07R81N4X9,5.0,true,none
CR-002770,B071S13BTC,5.0,true,none
CR-002771,B07785QCTP,5.0,true,none
CR-002772,B07R81N4X9,5.0,true,none
CR-002773,B0006FLJWW,4.0,true,none
CR-002774,B07R81N4X9,4.0,true,none
CR-002775,B07DK5NSY1,1.0,true,noise
CR-002776,B07R81N4X9,5.0,true,none
CR-002777,B0C2JF5179,5.0,true,none
CR-002778,B0C2JF5179,5.0,true,none
CR-002779,B0BBV2Z7VG,5.0,true,none
CR-002780,B07R81N4X9,5.0,true,none
CR-002781,B093JYV9RR,2.0,true,none
CR-002782,B0C2JF5179,5.0,true,none
CR-002783,B07D8PFRKX,5.0,true,none
CR-002784,B0C2JF5179,5.0,true,none
CR-002785,B0C2JF5179,5.0,true,none
CR-002786,B07R81N4X9,2.0,true,none
CR-002787,B017199I1Y,4.0,true,none
CR-002788,B07R81N4X9,5.0,true,none
CR-002789,B07R81N4X9,5.0,true,none
CR-002790,B0C2JF5179,5.0,true,none
CR-002791,B0C2JF5179,4.0,true,none
CR-002792,B0C2JF5179,5.0,true,none
CR-002793,B071DXQ1RV,5.0,true,none
CR-002794,B0BBV2Z7VG,5.0,true,none
CR-002795,B0BBV2Z7VG,5.0,true,none
CR-002796,B071HMNTPM,5.0,true,none
CR-002797,B0BBV2Z7VG,5.0,true,none
CR-002798,B071DXQ1RV,5.0,true,none
CR-002799,B07R81N4X9,4.0,true,none
CR-002800,B07785QCTP,5.0,true,none
CR-002801,B07R81N4X9,5.0,true,none
CR-002802,B0006FLJWW,5.0,true,none
CR-002803,B00X67EJI8,5.0,true,none
CR-002804,B0C2JF5179,5.0,true,none
CR-002805,B07R81N4X9,5.0,true,none
CR-002806,B07R81N4X9,3.0,true,none
CR-002807,B08QKRJJS1,5.0,true,none
CR-002808,B07R81N4X9,5.0,true,none
CR-002809,B08QKRJJS1,5.0,true,none
CR-002810,B07C1HTHY6,3.0,true,none
CR-002811,B0BBV2Z7VG,5.0,true,noise
CR-002812,B0C2JF5179,5.0,true,none
CR-002813,B07R81N4X9,5.0,true,none
CR-002814,B07B8LYNCX,1.0,true,none
CR-002815,B0057IKJPQ,5.0,true,none
CR-002816,B07R81N4X9,5.0,true,none
CR-002817,B093JYV9RR,5.0,true,none
CR-002818,B07R81N4X9,5.0,true,none
CR-002819,B07DK5NSY1,2.0,true,noise
CR-002820,B08QKRJJS1,5.0,true,noise
CR-002821,B07C1HTHY6,3.0,true,none
CR-002822,B071DXQ1RV,1.0,true,reliability
CR-002823,B076J4BK24,2.0,true,none
CR-002824,B07R81N4X9,5.0,true,none
CR-002825,B07R81N4X9,5.0,true,none
CR-002826,B07R81N4X9,5.0,true,none
CR-002827,B01GXFY0KQ,5.0,true,none
CR-002828,B07R81N4X9,3.0,true,none
CR-002829,B0776XKZ1Y,5.0,true,none
CR-002830,B07DK5NSY1,5.0,true,none
CR-002831,B07DK5NSY1,4.0,true,none
CR-002832,B0BBV2Z7VG,5.0,true,none
CR-002833,B07R81N4X9,5.0,true,none
CR-002834,B00L5KSV8M,5.0,true,none
CR-002835,B01GXFY0KQ,5.0,true,none
CR-002836,B0C2JF5179,5.0,true,none
CR-002837,B07DK5NSY1,5.0,true,none
CR-002838,B07R81N4X9,5.0,true,none
CR-002839,B08QKRJJS1,1.0,true,none
CR-002840,B071DXQ1RV,4.0,true,none
CR-002841,B07R81N4X9,5.0,true,none
CR-002842,B07R81N4X9,5.0,true,none
CR-002843,B00WTJEPHY,5.0,true,none
CR-002844,B07R81N4X9,5.0,true,none
CR-002845,B071HMNTPM,1.0,true,none
CR-002846,B0BBV2Z7VG,5.0,true,noise
CR-002847,B0057IKJPQ,5.0,true,none
CR-002848,B07R81N4X9,5.0,true,none
CR-002849,B0C2JF5179,5.0,true,none
CR-002850,B07R81N4X9,5.0,true,none
CR-002851,B017199I1Y,5.0,true,none
CR-002852,B0C2JF5179,5.0,true,none
CR-002853,B07R81N4X9,5.0,true,none
CR-002854,B0C2JF5179,5.0,true,none
CR-002855,B0B2DX3SNN,5.0,true,none
CR-002856,B01GXFY0KQ,5.0,true,none
CR-002857,B0C2JF5179,2.0,true,none
CR-002858,B07R81N4X9,5.0,true,none
CR-002859,B08QKRJJS1,5.0,true,none
CR-002860,B0BBV2Z7VG,1.0,true,none
CR-002861,B0B2DX3SNN,4.0,true,none
CR-002862,B08QKRJJS1,5.0,true,none
CR-002863,B093JYV9RR,5.0,true,none
CR-002864,B07R81N4X9,5.0,true,none
CR-002865,B0776XKZ1Y,2.0,true,none
CR-002866,B0B2DX3SNN,5.0,true,none
CR-002867,B093JYV9RR,4.0,true,none
CR-002868,B0C2JF5179,1.0,false,none
CR-002869,B0C2JF5179,3.0,true,none
CR-002870,B07R81N4X9,5.0,true,none
CR-002871,B07R81N4X9,5.0,true,none
CR-002872,B07R81N4X9,5.0,true,none
CR-002873,B0C2JF5179,5.0,true,none
CR-002874,B08QKRJJS1,5.0,true,none
CR-002875,B0C2JF5179,5.0,true,none
CR-002876,B099GYT47Z,5.0,true,none
CR-002877,B07DK5NSY1,2.0,true,none
CR-002878,B08QKRJJS1,4.0,true,none
CR-002879,B08QKRJJS1,5.0,true,none
CR-002880,B071DXQ1RV,5.0,false,none
CR-002881,B0114VK7DI,5.0,true,none
CR-002882,B076J4BK24,1.0,true,reliability
CR-002883,B071DXQ1RV,2.0,true,reliability
CR-002884,B0C2JF5179,3.0,true,none
CR-002885,B07R81N4X9,3.0,true,none
CR-002886,B0C2JF5179,5.0,true,none
CR-002887,B007Y5B814,1.0,true,none
CR-002888,B08QKRJJS1,5.0,true,none
CR-002889,B0B2DX3SNN,1.0,true,filter_cost
CR-002890,B0C2JF5179,5.0,true,none
CR-002891,B0BBV2Z7VG,5.0,true,noise
CR-002892,B0BBV2Z7VG,5.0,true,none
CR-002893,B0C2JF5179,5.0,true,none
CR-002894,B07R81N4X9,5.0,true,none
CR-002895,B08QKRJJS1,4.0,true,none
CR-002896,B0776XKZ1Y,5.0,true,none
CR-002897,B07R81N4X9,5.0,true,noise
CR-002898,B07R81N4X9,5.0,true,none
CR-002899,B0C2JF5179,5.0,true,none
CR-002900,B0C2JF5179,5.0,true,none
CR-002901,B017199I1Y,5.0,true,none
CR-002902,B01GXFY0KQ,5.0,true,none
CR-002903,B0C2JF5179,5.0,true,none
CR-002904,B0C2JF5179,5.0,true,none
CR-002905,B07R81N4X9,5.0,true,none
CR-002906,B0B2DX3SNN,5.0,true,none
CR-002907,B0C2JF5179,5.0,false,none
CR-002908,B0088EKCYY,5.0,true,none
CR-002909,B07B8LYNCX,5.0,true,none
CR-002910,B07B8LYNCX,3.0,true,none
CR-002911,B0C2JF5179,5.0,true,none
CR-002912,B0BBV2Z7VG,5.0,true,none
CR-002913,B07DK5NSY1,5.0,true,none
CR-002914,B07R81N4X9,5.0,true,none
CR-002915,B07R81N4X9,5.0,true,none
CR-002916,B093JYV9RR,5.0,true,none
CR-002917,B0C2JF5179,5.0,true,none
CR-002918,B0C2JF5179,5.0,true,none
CR-002919,B07HQ73JNL,5.0,true,none
CR-002920,B07R81N4X9,5.0,true,none
CR-002921,B0C2JF5179,5.0,true,none
CR-002922,B006VA94E6,1.0,true,none
CR-002923,B00WTJEPHY,4.0,true,none
CR-002924,B0C2JF5179,5.0,true,none
CR-002925,B07BHCFYKR,5.0,true,none
CR-002926,B01GXFY0KQ,5.0,true,none
CR-002927,B07R81N4X9,5.0,true,none
CR-002928,B0C2JF5179,5.0,true,none
CR-002929,B018M98UDE,5.0,true,none
CR-002930,B07R81N4X9,5.0,true,none
CR-002931,B0C2JF5179,5.0,true,none
CR-002932,B07R81N4X9,5.0,true,none
CR-002933,B0776XKZ1Y,5.0,true,none
CR-002934,B0C2JF5179,5.0,true,none
CR-002935,B07D8PFRKX,3.0,true,none
CR-002936,B07R81N4X9,5.0,true,none
CR-002937,B0BBV2Z7VG,5.0,true,none
CR-002938,B017G9MFXC,3.0,true,none
CR-002939,B0B2DX3SNN,2.0,true,none
CR-002940,B0C2JF5179,4.0,true,none
CR-002941,B0C2JF5179,5.0,true,none
CR-002942,B071DXQ1RV,5.0,true,none
CR-002943,B0C2JF5179,5.0,true,none
CR-002944,B0C2JF5179,5.0,true,none
CR-002945,B071DXQ1RV,5.0,true,none
CR-002946,B0C2JF5179,5.0,true,none
CR-002947,B00WTJEPHY,5.0,true,none
CR-002948,B07R81N4X9,5.0,true,none
CR-002949,B07R81N4X9,5.0,true,none
CR-002950,B01GXFY0KQ,5.0,true,none
CR-002951,B07G8WK2TW,5.0,true,none
CR-002952,B071DXQ1RV,5.0,true,none
CR-002953,B0C2JF5179,5.0,true,none
CR-002954,B0088EKCYY,5.0,true,none
CR-002955,B07R81N4X9,4.0,true,none
CR-002956,B0BBV2Z7VG,5.0,true,noise
CR-002957,B007Y5B814,1.0,true,reliability
CR-002958,B07R81N4X9,5.0,true,none
CR-002959,B076J4BK24,3.0,true,none
CR-002960,B07R81N4X9,4.0,true,none
CR-002961,B07R81N4X9,5.0,true,none
CR-002962,B093JYV9RR,1.0,true,none
CR-002963,B01GXFY0KQ,5.0,true,none
CR-002964,B07R81N4X9,5.0,true,none
CR-002965,B07DK5NSY1,5.0,true,none
CR-002966,B00X67EJI8,5.0,true,none
CR-002967,B07R81N4X9,5.0,true,none
CR-002968,B017G9MFXC,5.0,true,none
CR-002969,B07R81N4X9,5.0,true,none
CR-002970,B07785QCTP,5.0,true,none
CR-002971,B07R81N4X9,1.0,true,none
CR-002972,B0BBV2Z7VG,5.0,true,none
CR-002973,B076J4BK24,3.0,true,none
CR-002974,B093JYV9RR,1.0,true,none
CR-002975,B0C2JF5179,5.0,true,none
CR-002976,B07R81N4X9,5.0,true,none
CR-002977,B093JYV9RR,1.0,true,ozone_odor_safety
CR-002978,B00X67EJI8,5.0,true,none
CR-002979,B0C2JF5179,5.0,true,none
CR-002980,B07R81N4X9,5.0,true,none
CR-002981,B07R81N4X9,5.0,true,none
CR-002982,B093JYV9RR,2.0,true,none
CR-002983,B0BBV2Z7VG,5.0,true,none
CR-002984,B07785QCTP,5.0,true,noise
CR-002985,B07B8LYNCX,4.0,true,none
CR-002986,B0C2JF5179,4.0,true,none
CR-002987,B07DK5NSY1,5.0,true,none
CR-002988,B071HMNTPM,3.0,true,none
CR-002989,B0BBV2Z7VG,5.0,true,none
CR-002990,B07KXBX32V,5.0,true,none
CR-002991,B0C2JF5179,5.0,true,none
CR-002992,B07R81N4X9,5.0,true,none
CR-002993,B08QKRJJS1,5.0,true,none
CR-002994,B0C2JF5179,5.0,true,none
CR-002995,B0C2JF5179,5.0,true,none
CR-002996,B07HQ73JNL,5.0,true,none
CR-002997,B0C2JF5179,5.0,true,none
CR-002998,B07R81N4X9,4.0,true,none
CR-002999,B0C2JF5179,5.0,true,none
CR-003000,B07785QCTP,3.0,true,none
CR-003001,B0BBV2Z7VG,1.0,true,noise
CR-003002,B08QKRJJS1,5.0,true,none
CR-003003,B0C2JF5179,5.0,true,none
CR-003004,B0C2JF5179,5.0,true,none
CR-003005,B072KHQD1N,1.0,true,none
CR-003006,B071DXQ1RV,5.0,true,none
CR-003007,B0C2JF5179,5.0,true,none
CR-003008,B0C2JF5179,5.0,true,none
CR-003009,B0C2JF5179,5.0,true,noise
CR-003010,B0C2JF5179,4.0,true,none
CR-003011,B093JYV9RR,5.0,true,none
CR-003012,B0C2JF5179,5.0,true,none
CR-003013,B07B8LYNCX,5.0,true,noise
CR-003014,B0776XKZ1Y,5.0,true,none
CR-003015,B00O9VVH80,2.0,true,reliability
CR-003016,B072N13TZ5,5.0,true,none
CR-003017,B07R81N4X9,4.0,true,none
CR-003018,B0C2JF5179,5.0,true,none
CR-003019,B0C2JF5179,5.0,true,none
CR-003020,B07R81N4X9,5.0,true,none
CR-003021,B0C2JF5179,5.0,true,none
CR-003022,B0C2JF5179,5.0,true,none
CR-003023,B07DK5NSY1,5.0,true,none
CR-003024,B0C2JF5179,5.0,true,none
CR-003025,B07R81N4X9,4.0,true,none
CR-003026,B0BBV2Z7VG,4.0,true,none
CR-003027,B07R81N4X9,5.0,true,none
CR-003028,B0C2JF5179,5.0,true,none
CR-003029,B0C2JF5179,5.0,true,none
CR-003030,B07DK5NSY1,4.0,true,none
CR-003031,B0C2JF5179,5.0,true,none
CR-003032,B0BBV2Z7VG,5.0,true,none
CR-003033,B0C2JF5179,5.0,true,none
CR-003034,B071DXQ1RV,2.0,true,none
CR-003035,B07R81N4X9,5.0,true,none
CR-003036,B093JYV9RR,4.0,true,none
CR-003037,B093JYV9RR,5.0,true,noise
CR-003038,B0C2JF5179,4.0,true,none
CR-003039,B0C2JF5179,1.0,false,none
CR-003040,B0C2JF5179,5.0,true,none
CR-003041,B07785QCTP,5.0,true,none
CR-003042,B0C2JF5179,5.0,true,none
CR-003043,B01GXFY0KQ,5.0,true,none
CR-003044,B07DK5NSY1,5.0,true,none
CR-003045,B07R81N4X9,5.0,true,none
CR-003046,B071HMNTPM,4.0,true,none
CR-003047,B0C2JF5179,5.0,true,none
CR-003048,B07DK5NSY1,5.0,true,none
CR-003049,B0C2JF5179,5.0,true,none
CR-003050,B07785QCTP,5.0,true,none
CR-003051,B071DXQ1RV,5.0,true,none
CR-003052,B0C2JF5179,5.0,true,none
CR-003053,B07R81N4X9,1.0,true,none
CR-003054,B0C2JF5179,5.0,true,none
CR-003055,B00009ETVW,5.0,true,none
CR-003056,B0C2JF5179,5.0,true,none
CR-003057,B0C2JF5179,5.0,true,none
CR-003058,B07HQ73JNL,4.0,true,none
CR-003059,B0C2JF5179,5.0,true,none
CR-003060,B07R81N4X9,5.0,true,none
CR-003061,B07G8WK2TW,4.0,true,none
CR-003062,B07R81N4X9,5.0,true,none
CR-003063,B07HQ73JNL,5.0,true,none
CR-003064,B07KXBX32V,1.0,true,reliability
CR-003065,B07KXBX32V,2.0,true,none
CR-003066,B0C2JF5179,5.0,true,none
CR-003067,B07DK5NSY1,5.0,true,none
CR-003068,B07HQ73JNL,5.0,true,none
CR-003069,B0C2JF5179,5.0,true,none
CR-003070,B07R81N4X9,1.0,true,none
CR-003071,B000I0WQWC,4.0,true,none
CR-003072,B07R81N4X9,5.0,true,none
CR-003073,B07R81N4X9,5.0,true,none
CR-003074,B0C2JF5179,5.0,true,none
CR-003075,B07R81N4X9,5.0,true,none
CR-003076,B0C2JF5179,5.0,true,none
CR-003077,B093JYV9RR,5.0,false,noise
CR-003078,B07785QCTP,5.0,true,none
CR-003079,B071HMNTPM,5.0,true,none
CR-003080,B0C2JF5179,4.0,true,none
CR-003081,B01GXFY0KQ,5.0,true,none
CR-003082,B0C2JF5179,5.0,true,none
CR-003083,B076J4BK24,5.0,true,none
CR-003084,B07R81N4X9,5.0,true,none
CR-003085,B07R81N4X9,5.0,true,none
CR-003086,B07DK5NSY1,3.0,true,none
CR-003087,B072KHQD1N,5.0,true,none
CR-003088,B07R81N4X9,5.0,true,none
CR-003089,B076J4BK24,5.0,true,none
CR-003090,B071HMNTPM,5.0,true,none
CR-003091,B0C2JF5179,5.0,true,none
CR-003092,B07KXBX32V,5.0,true,none
CR-003093,B0C2JF5179,5.0,true,none
CR-003094,B07R81N4X9,5.0,true,noise
CR-003095,B07DK5NSY1,4.0,true,none
CR-003096,B07DK5NSY1,5.0,true,none
CR-003097,B07G8WK2TW,5.0,true,none
CR-003098,B07R81N4X9,5.0,true,none
CR-003099,B093JYV9RR,5.0,true,none
CR-003100,B0C2JF5179,4.0,true,none
CR-003101,B0C2JF5179,3.0,true,none
CR-003102,B071HMNTPM,4.0,true,none
CR-003103,B07R81N4X9,5.0,true,value_effectiveness
CR-003104,B0776XKZ1Y,5.0,true,none
CR-003105,B093JYV9RR,5.0,true,none
CR-003106,B093JYV9RR,5.0,true,noise
CR-003107,B07DK5NSY1,4.0,true,none
CR-003108,B07R81N4X9,5.0,true,none
CR-003109,B0C2JF5179,5.0,true,noise
CR-003110,B07KXBX32V,5.0,true,none
CR-003111,B0C2JF5179,5.0,true,none
CR-003112,B0C2JF5179,5.0,true,none
CR-003113,B093JYV9RR,5.0,true,none
CR-003114,B07R81N4X9,5.0,true,none
CR-003115,B0BBV2Z7VG,5.0,true,none
CR-003116,B071HMNTPM,5.0,true,none
CR-003117,B0C2JF5179,5.0,true,none
CR-003118,B07R81N4X9,2.0,true,none
CR-003119,B0C2JF5179,5.0,true,none
CR-003120,B0C2JF5179,5.0,true,none
CR-003121,B0C2JF5179,5.0,true,none
CR-003122,B071DXQ1RV,1.0,false,none
CR-003123,B0C2JF5179,5.0,true,none
CR-003124,B0C2JF5179,5.0,true,none
CR-003125,B0C2JF5179,5.0,true,none
CR-003126,B07HQ73JNL,5.0,true,none
CR-003127,B0C2JF5179,5.0,true,none
CR-003128,B072N13TZ5,5.0,true,none
CR-003129,B093JYV9RR,2.0,true,none
CR-003130,B0C2JF5179,5.0,true,none
CR-003131,B007Y5B814,5.0,true,none
CR-003132,B0C2JF5179,5.0,true,none
CR-003133,B099GYT47Z,4.0,true,noise
CR-003134,B01GXFY0KQ,5.0,true,none
CR-003135,B0C2JF5179,1.0,false,none
CR-003136,B093JYV9RR,5.0,true,none
CR-003137,B0BZPPXM8D,5.0,true,none
CR-003138,B093JYV9RR,5.0,true,none
CR-003139,B01GXFY0KQ,4.0,true,none
CR-003140,B07G8WK2TW,1.0,true,none
CR-003141,B07B8LYNCX,5.0,true,none
CR-003142,B0C2JF5179,5.0,true,none
CR-003143,B01GXFY0KQ,5.0,true,none
CR-003144,B0C2JF5179,5.0,true,none
CR-003145,B0C2JF5179,5.0,true,none
CR-003146,B07F6Q118Z,1.0,true,ozone_odor_safety
CR-003147,B0C2JF5179,5.0,true,none
CR-003148,B07R81N4X9,5.0,true,none
CR-003149,B0C2JF5179,1.0,true,ozone_odor_safety
CR-003150,B0C2JF5179,4.0,true,none
CR-003151,B0088EKCYY,5.0,true,none
CR-003152,B07P8L2F8B,4.0,true,none
CR-003153,B07R81N4X9,4.0,true,none
CR-003154,B0C2JF5179,4.0,true,none
CR-003155,B07R81N4X9,5.0,true,none
CR-003156,B07HQ73JNL,5.0,true,none
CR-003157,B071DXQ1RV,1.0,true,none
CR-003158,B0C2JF5179,4.0,true,none
CR-003159,B0C2JF5179,5.0,true,none
CR-003160,B07HQ73JNL,4.0,true,none
CR-003161,B07DK5NSY1,5.0,true,none
CR-003162,B0C2JF5179,2.0,true,noise
CR-003163,B0C2JF5179,5.0,true,none
CR-003164,B08QKRJJS1,5.0,true,none
CR-003165,B0C2JF5179,1.0,true,none
CR-003166,B0C2JF5179,4.0,true,none
CR-003167,B0C2JF5179,5.0,true,none
CR-003168,B0C2JF5179,5.0,true,none
CR-003169,B0C2JF5179,5.0,true,none
CR-003170,B071HMNTPM,1.0,false,none
CR-003171,B0C2JF5179,1.0,true,none
CR-003172,B07R81N4X9,5.0,true,none
CR-003173,B071DXQ1RV,5.0,true,none
CR-003174,B099GYT47Z,5.0,true,none
CR-003175,B01GXFY0KQ,5.0,true,none
CR-003176,B0C2JF5179,5.0,true,none
CR-003177,B07DK5NSY1,4.0,true,none
CR-003178,B0C2JF5179,4.0,true,none
CR-003179,B0BBV2Z7VG,5.0,true,none
CR-003180,B0C2JF5179,5.0,true,none
CR-003181,B07R81N4X9,5.0,false,noise
CR-003182,B071DXQ1RV,1.0,true,none
CR-003183,B07G8WK2TW,1.0,true,none
CR-003184,B0C2JF5179,5.0,true,none
CR-003185,B07P8L2F8B,4.0,true,reliability
CR-003186,B0C2JF5179,5.0,true,none
CR-003187,B0C2JF5179,5.0,true,none
CR-003188,B0C2JF5179,5.0,true,none
CR-003189,B0C2JF5179,5.0,true,none
CR-003190,B0C2JF5179,5.0,true,none
CR-003191,B071DXQ1RV,5.0,true,none
CR-003192,B0C2JF5179,5.0,true,none
CR-003193,B0C2JF5179,5.0,true,none
CR-003194,B0C2JF5179,5.0,true,none
CR-003195,B0C2JF5179,1.0,true,value_effectiveness
CR-003196,B0BZPPXM8D,5.0,true,none
CR-003197,B007C8FJBS,5.0,true,none
CR-003198,B0C2JF5179,5.0,true,none
CR-003199,B0C2JF5179,4.0,true,none
CR-003200,B0C2JF5179,5.0,true,none
CR-003201,B07DK5NSY1,5.0,true,none
CR-003202,B01GXFY0KQ,5.0,true,none
CR-003203,B0C2JF5179,5.0,true,none
CR-003204,B0C2JF5179,5.0,true,none
CR-003205,B0C2JF5179,5.0,true,none
CR-003206,B07R81N4X9,5.0,true,none
CR-003207,B07B8LYNCX,4.0,true,none
CR-003208,B0C2JF5179,5.0,true,none
CR-003209,B0C2JF5179,5.0,true,none
CR-003210,B0C2JF5179,5.0,true,none
CR-003211,B07R81N4X9,5.0,true,none
CR-003212,B07R81N4X9,5.0,true,none
CR-003213,B071HMNTPM,3.0,true,none
CR-003214,B07G8WK2TW,5.0,true,none
CR-003215,B0C2JF5179,5.0,false,none
CR-003216,B07R81N4X9,5.0,true,none
CR-003217,B0C2JF5179,5.0,true,none
CR-003218,B07KXBX32V,5.0,true,none
CR-003219,B071HMNTPM,5.0,true,none
CR-003220,B07DK5NSY1,2.0,true,none
CR-003221,B0C2JF5179,5.0,true,none
CR-003222,B07DK5NSY1,1.0,true,value_effectiveness
CR-003223,B0C2JF5179,5.0,true,none
CR-003224,B07DK5NSY1,5.0,true,none
CR-003225,B07R81N4X9,5.0,true,none
CR-003226,B07G8WK2TW,5.0,true,ozone_odor_safety
CR-003227,B0C2JF5179,5.0,true,none
CR-003228,B07R81N4X9,5.0,true,none
CR-003229,B071HMNTPM,5.0,true,none
CR-003230,B0C2JF5179,5.0,true,none
CR-003231,B071HMNTPM,5.0,true,none
CR-003232,B07DK5NSY1,5.0,true,none
CR-003233,B07KXBX32V,5.0,false,none
CR-003234,B0C2JF5179,4.0,true,none
CR-003235,B093JYV9RR,5.0,true,none
CR-003236,B093JYV9RR,5.0,true,none
CR-003237,B0C2JF5179,5.0,true,none
CR-003238,B0C2JF5179,5.0,true,none
CR-003239,B0C2JF5179,5.0,true,none
CR-003240,B0C2JF5179,5.0,true,none
CR-003241,B01GXFY0KQ,5.0,true,none
CR-003242,B07DK5NSY1,1.0,false,none
CR-003243,B0BZPPXM8D,3.0,true,none
CR-003244,B0C2JF5179,1.0,true,reliability
CR-003245,B0C2JF5179,5.0,true,none
CR-003246,B07DK5NSY1,1.0,true,noise
CR-003247,B0C2JF5179,5.0,true,none
CR-003248,B0C2JF5179,5.0,true,none
CR-003249,B07G8WK2TW,5.0,true,none
CR-003250,B07R81N4X9,4.0,true,none
CR-003251,B07R81N4X9,5.0,true,none
CR-003252,B00X67EJI8,3.0,true,none
CR-003253,B07DK5NSY1,5.0,false,none
CR-003254,B0C2JF5179,1.0,true,value_effectiveness
CR-003255,B0B2DX3SNN,5.0,true,none
CR-003256,B0BBV2Z7VG,5.0,true,none
CR-003257,B0C2JF5179,5.0,true,none
CR-003258,B07R81N4X9,5.0,true,none
CR-003259,B0BZPPXM8D,4.0,true,none
CR-003260,B0C2JF5179,2.0,true,none
CR-003261,B0C2JF5179,5.0,true,none
CR-003262,B009CAUR6G,5.0,true,noise
CR-003263,B093JYV9RR,5.0,true,none
CR-003264,B0C2JF5179,5.0,true,none
CR-003265,B07R81N4X9,5.0,true,none
CR-003266,B07R81N4X9,5.0,true,none
CR-003267,B0C2JF5179,5.0,true,none
CR-003268,B07R81N4X9,5.0,true,none
CR-003269,B0C2JF5179,5.0,true,none
CR-003270,B07DK5NSY1,5.0,true,none
CR-003271,B07R81N4X9,5.0,true,none
CR-003272,B07R81N4X9,5.0,true,none
CR-003273,B0C2JF5179,5.0,true,none
CR-003274,B0C2JF5179,4.0,true,none
CR-003275,B07R81N4X9,1.0,true,none
CR-003276,B07R81N4X9,4.0,true,none
CR-003277,B07R81N4X9,5.0,true,none
CR-003278,B0C2JF5179,5.0,true,none
CR-003279,B0BZPPXM8D,5.0,true,none
CR-003280,B0C2JF5179,5.0,true,none
CR-003281,B07KXBX32V,1.0,true,none
CR-003282,B071HMNTPM,1.0,true,none
CR-003283,B0BBV2Z7VG,5.0,true,none
CR-003284,B0C2JF5179,5.0,true,none
CR-003285,B0C2JF5179,2.0,true,none
CR-003286,B0C2JF5179,5.0,true,none
CR-003287,B0BZPPXM8D,5.0,true,none
CR-003288,B0C2JF5179,5.0,true,none
