review_id,product_sku,product_name,brand,marketplace,review_date,review_date_raw_epoch_ms,rating,review_title,review_text,verified_purchase,helpful_votes,reviewer_id,source_ingested_at
CR-002078,B007Y9RBX4,AAP 50 Plug-In Adjustable Ionic Room Air Purifier,O3 Pure,amazon_us,2017-03-29,1490750552000,1.0,Disappointed after reading 5-star reviews,"I was disappointed with this purifier. I had high expectations and planned to use it in a restroom at work that is right beside my office. The smell was unbearable, even after turning it down on the lowest setting. It smells like kids who have just come inside after playing out in the sun all day. :-(  My coworker and I both had respiratory symptoms also within the first hour of use. I am sending this back asap. This must be the scent emitted by ozone generators... another coworker recognized the smell immediately because she has one at home.",true,0,AGX5FRCV4NYS3VB5E3TADCGIVMKQ,2026-08-26T09:00:00+02:00
CR-002079,B0BBV2Z7VG,"Alen BreatheSmart Classic H13 HEPA Air Purifier, Air Purifiers For Home Large Room w/ 1100 SqFt Coverage, Medical-Grade Air Cleaner for Pet Dander & Odor, up to 12 Mos. Filter Life, Oak",Alen,amazon_us,2017-03-29,1490780114000,5.0,Invest in your health!,"We brought my mom home from the hospital and wanted a good air purifier, this is the one!! Amazing job at cleaning the air and quite compared to others! If you are serious and looking for a top of the line air purifier invest in your health with this one!",true,1,AHXKSBGK3KHAMZIZHDZTZZE2GFNA,2026-08-26T09:00:00+02:00
CR-002080,B012KUS7UW,GracesDawn Mushroom Shaped Ionizer Air Purifier LED Desk Lamp/Rechargeable Energy Saving Book Light with Touch Adjustable Brightness/Health Negative Ion Anti-Radiation,GracesDawn,amazon_us,2017-03-29,1490816638000,5.0,so far so good.,"Works very well to illuminate room for TV watching and PC gaming without creating glare or hurting my eyes which are sensitive to light.  Plugs into a USB.  Our power went out, and the cordless feature was a tremendous help.  Have owned 4 months or so, so far so good.",false,0,AFTSSVTLGD3HU53PRGWGWA2FUY2A,2026-08-26T09:00:00+02:00
CR-002081,B000I0WQWC,"Holmes Arm and Hammer Air Purifier Booster Filter, 4 Pack",Holmes,amazon_us,2017-03-30,1490841450000,5.0,Five Stars,Works great ... especially in my child's room with a smell fancy rat cage. :),true,0,AFUSXKZZ6ROGGQZTOYLAHSHG3F4A,2026-08-26T09:00:00+02:00
CR-002082,B093JYV9RR,"Alen FLEX Air Purifier, Quiet Air Flow for Large Rooms, 700 SqFt, Air Cleaner for Allergens, Dust, Mold, Pet Odors, Smoke with Long Filter Life",Alen,amazon_us,2017-04-01,1491007177000,5.0,Works great in our old house with dust issues.,I have used several other air purifiers and this one is right up there with the best.  It is by far the best looking one you can find and it matches the contemporary decor in our house well.  It definitely makes a difference when we have this air purifier on.  We have an old house with a lot of dust and this thing cleans the air a ton.  Definitely recommended if you have an older house with dust issues.,false,1,AFLLWVXPGCSBHCVVTEU4Y3B2GYQQ,2026-08-26T09:00:00+02:00
CR-002083,B00X67EJI8,Enerzen by OION Technologies LB-444 Commercial HEPA Air Purifier 3500 Sq. Ft. Ozone Ionizer Cleaner Clean Air,OION Technologies,amazon_us,2017-04-01,1491015369000,1.0,Highly expensive for disposable product with no replacement parts,I love everything about this unit except that there is no way to get replacement parts for this unit.  I have two of these units (home and office) but I cannot find any replacement for the ozone generator.  If I could find replacement parts for this I would give 5 stars.  But since there are not replacement parts for the filters or ozone generator parts I can only give 1 star.  The ozone generation only lasted 6 months and now I have no way to replace parts.  I highly recommend that you look at other brands that have replacement parts.,true,2,AFIBACZNW7FN5QXSQDOYGUJFT4XQ,2026-08-26T09:00:00+02:00
CR-002084,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-01,1491060281000,5.0,Powerful air purifier cleared kitchen smoke in less than 5 minutes,"This is a powerful filter that can move a lot of air. It has three fan speeds: low, medium, and high. If you set it on automatic, it will adjust the fan speed based on particulate count in the air. The low setting is very quiet. The high setting is very loud but it filters a massive amount of air and circulates the air in the room.<br /><br />When you set the fan speed manually, you can also set the duration of filtration to 2, 4, or 8 hours, and it will automatically shut off after that time. A light bar on top of the unit will show either blue for low, purple for medium, or red for high speed. They were also kind enough to give you the option to shut off this light bar and dim the button lights.<br /><br />When I installed this in my front room I thought for sure it would automatically kick into high gear because I live with multiple cats, but it didn't. But when I cleaned the litter box next to the filter, it went into overdrive. A few days later I was cooking bacon on a grill, and it was too hot. The fats burned and filled the kitchen with smoke. So I brought the filter into the kitchen, and within about a minute the filter automatically switched to high speed and cleared the smoke from the kitchen in less than five minutes. Then it went back to normal mode.<br /><br />It's a very powerful air purifier, and I love it.",false,0,AHLZOVLICKMMHZ6JVWIBV25KLDRQ,2026-08-26T09:00:00+02:00
CR-002085,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-01,1491066866000,5.0,Dust and Cat Hair are No Longer Problems,"We have six cats and six litter boxes, including one tucked away in a corner of the living room for an elderly feline who isn't always willing to trek to other more distant boxes. (Other lazy cats frequently use it, too.) We use a fairly dust-free clumping litter but even so, after a few weekly box changes, there's a fine sheen of dust on everything, including our TV screen and other electronic items. While we dust the obvious, we know there's lots of dust (and cat hair) in the room.<br /><br />The Oreck Air Response has proven to be a godsend.  When set on automatic, it kicks in on high when particulate is heavy - and since we've been using it, we don't have a dust problem anymore. Because it's lightweight despite being an armful size-wise, I've been carrying it into the laundry room, to the hall outside the bathroom, and to a spare room whenever I change those boxes. No more dust. It's simply fantastic.<br /><br />When not on automatic, you can set the filter's fan to low, medium or high speeds yourself. Low and medium are exceedingly quiet, but on high, the Oreck moves so much air that you might compare it to a quiet air conditioner. The sound isn't - to us - annoying in the least.<br /><br />We were away for a couple days and when we came back, the air was stale from the house being shut up, but we turned the purifier on high and it freshened the house very quickly, even before we scooped the boxes. We were very impressed.<br /><br />We are currently painting the walls and woodwork in the house and keeping the purifier on full time while we're working and on automatic at other times. It clears the air and the odors in record time.  We also removed tile board from the bathroom and found a little mold. We instantly put the filter in that room since my husband is very allergic to mold and fungus. After removing the old tile board (wearing masks) we set the purifier to run for two hours before resuming the remodel. It helped tremendously, letting my husband continue working without a mask.<br /><br />Another thing it's great for is cooking odors and smoke when you get the burner too hot while grilling burgers or you burn toast. It clears it up fast!<br /><br />The purifier has a HEPA filter and an odor filter that must occasionally be replaced. The HEPA is rated for a year with twelve hour a day usage, and the odor filter for six months. I doubt they'll last that long in a multi-cat household, but the cost of replacement is small compared to the freshness of the air and the lack of dust.<br /><br />The purifier lights up (if you want it to) to show you if it's running on low, medium, or high speeds (blue, purple, or red, respectively)  and also lights up to tell you when the filters need replacing.  All in all, it's the best purifier we've ever had. I'm looking forward to buying a second one so I don't have to carry it from room to room.<br /><br />The purifier works best in small rooms - not big open areas - but it's fine in our living room since we keep it near the litter pan. It does its job and it does it well.",false,0,AEIW7GMVHQ4HBUXTTYEMHEMADUMQ,2026-08-26T09:00:00+02:00
CR-002086,B00WTJEPHY,"Brondell O2+ Source Air Purifier with True HEPA and Carbon Filtration for Odor and VOCs, Black",Brondell,amazon_us,2017-04-02,1491161693000,5.0,"Great product, I wish I bought long time ago!","Great air purifier.  I don't walk into the room and think it smells funny anymore.  Great product, I wish I bought long time ago. I like the fact that the light goes off at night but the sensor still works.",true,2,AGOHSRIQSARYJNPR6KKLHE6SPYWA,2026-08-26T09:00:00+02:00
CR-002087,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-04,1491335000000,5.0,"Well designed and executed, nonwashable filters","This machine is simple to operate and maintain, and it has features that make it fit well in any kind of room, bedroom, bathroom, kitchen, living room (if appropriately sized).<br /><br />Filters 145 cubic feet, i.e. over 5 x 5 x 5 feet, per minute on the high setting, which is the industry recommended amount for up to 225 square feet (with an 8-foot ceiling).<br /><br />The auto sniffer really works. If I put it in my kitchen and start to saute onions in butter, the machine quickly turns itself on and starts filtering.<br /><br />There's also an easy-to-set timer for 2, 4 or 8 hours.<br /><br />It's quiet, almost inaudible on the low setting, like a quiet room fan on high.<br /><br />You can set it so the lights on it are dimmed for the bedroom.<br /><br />The filters fit snugly without space for air to get around them. They're easy to change. The machine will let you know when they get too plugged up to work well.<br /><br />The filters that come with the machine are supposed to last a year with 12 hours daily use. A replacement kit for another year costs $30 plus $5 shipping from Oreck, though it isn't yet in stock.<br /><br />Oreck tells me the filters shouldn't be washed. (Their email support was fast, took about an hour to get a reply to my question.)<br /><br />Two-year warranty against defects with proof of purchase.",false,1,AHRUV3HZFPZEPRWEMSYMVBAJXFFQ,2026-08-26T09:00:00+02:00
CR-002088,B00X67EJI8,Enerzen by OION Technologies LB-444 Commercial HEPA Air Purifier 3500 Sq. Ft. Ozone Ionizer Cleaner Clean Air,OION Technologies,amazon_us,2017-04-04,1491348441000,5.0,Very easy just turn it on and let it do it's ...,I was a llittle skeptical I didn't know how well this would work keeping the cigar smoke at ease in my<br />two car garage but this thing works.  Very easy just turn it on and let it do it's magic.  Was able to use<br />right out of the box fast shipping too.,true,1,AGV2MNSIUG3BKBXDVLBSI4WY3FZQ,2026-08-26T09:00:00+02:00
CR-002089,B093JYV9RR,"Alen FLEX Air Purifier, Quiet Air Flow for Large Rooms, 700 SqFt, Air Cleaner for Allergens, Dust, Mold, Pet Odors, Smoke with Long Filter Life",Alen,amazon_us,2017-04-07,1491591031000,5.0,Great Filter and Night Mode is Awesome,"Great unit. I love how quiet it is and especially the NIGHT setting. You can set it so all the LED lights are turned off, but it still runs. This is critical to reduce light exposure at night. I love this",true,1,AFDBAKELRLV6CCTC5SX7JDW5OSHQ,2026-08-26T09:00:00+02:00
CR-002090,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-07,1491596411000,5.0,so good. Have in my office which gets a lot ...,"So far, so good. Have in my office which gets a lot of foot traffic. Have old books and catalogs and it gets quite dusty. The unit is extremely quiet<br /><br />on the medium setting. I turn it on high when I leave. Turbo is fairly loud, but in a large room may not be too objectionable. This is the first unit<br /><br />I have owned with multiple filters. I have noticed a decrease in the amount of dust over the 3M unit that was here previously. I ordered the larger<br /><br />model for my home and will probably hang it on the wall. The replacement filters are a might expensive, but you get what you pay for.  I am<br /><br />very satisfied with it overall.",true,2,AHTRZHUGAEDETIGLSJL6DAKMUITQ,2026-08-26T09:00:00+02:00
CR-002091,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-08,1491639187000,5.0,This changed our life.,"My wife has suffered from allergies for years. We have tried everything in the known universe to lessen her suffering. We have even tried several other air filters that all failed to produce effective results. But, this air filter is magic, apparently. We plugged it in and went to bed and when she woke up, she could breath. Her nose wasn't plugged up anymore. She has been doing great for weeks now. This product has changed our lives.",true,1,AERIASMPW7GJB5AEOZMMBKXYK3PA,2026-08-26T09:00:00+02:00
CR-002092,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-08,1491663240000,5.0,Five Stars,Great features and perfect for my kids room because it doubles as a sound machine.,true,0,AHBR7QJ7NN5QTPQIOZT4WFTWIVAQ,2026-08-26T09:00:00+02:00
CR-002093,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-09,1491704701000,5.0,"It really works. I am allergic to oaks, ...","It really works.  I am allergic to oaks, dogs and cats.  I live in Thousand Oaks, have 1 dog and 2 cats.  This has alleviated most of my symptoms!  This was our 5th airfilter and the only one that worked.  BTW, my husband wanted one that was really quite and we got it.",true,4,AEFOSKITXBRRAVERLQ6JIDZKRMUA,2026-08-26T09:00:00+02:00
CR-002094,B000I0WQWC,"Holmes Arm and Hammer Air Purifier Booster Filter, 4 Pack",Holmes,amazon_us,2017-04-09,1491745824000,4.0,Pretty good,"These things are awesome, they really do work and freshen things up, I took a star off because attaching them to the filter is a little sketchy since you have to cut up some Velcro and line it up on the standard filter yourself",true,2,AEVHNLSQWJHW6AVFMFEJPTSQ4OBQ,2026-08-26T09:00:00+02:00
CR-002095,B007Y9RBX4,AAP 50 Plug-In Adjustable Ionic Room Air Purifier,O3 Pure,amazon_us,2017-04-09,1491745874000,3.0,Worked for a few months,Works great at first. After a few months of use it no longer sends the O3 scent out. 😞,true,0,AENKO5VMBU4BXKEPC2U6FRHZC3IA,2026-08-26T09:00:00+02:00
CR-002096,B093JYV9RR,"Alen FLEX Air Purifier, Quiet Air Flow for Large Rooms, 700 SqFt, Air Cleaner for Allergens, Dust, Mold, Pet Odors, Smoke with Long Filter Life",Alen,amazon_us,2017-04-09,1491765740000,5.0,"Very functional, well made, and attractive purifier","I purchased several units and had each in my bedroom for 2 weeks. The units I tested were the Rabbit Air, Blue Air 405, Austin Bedroom, Alen Fit 50, Dyson Cool Link and this one. One thing I realized is that any unit with the &#34;auto mode&#34; didn't function very well. For instance, I had the Rabbit Air running on turbo and then switched it over to manual mode which claimed the air was clear so it went into the low fan speed. I then plug in the Fit50 which said the air was dirty and went to the high setting. Then I reversed the units - waited for the Alen to say the air was clear and then the Rabbit Air turned on saying it was dirty (the units were 4 feet apart). So then I put the Fit50 outside and in 10 minutes it said the air was clear. Sort of comical...<br /><br />Anyway, I like the size, results, and appearance of this model. We live in a very contemporary home and wanted something that looked simple, yet worked well. I also didn't care for anything with an ionizer, or the auto mode (granted you can just turn the Fit50 on manual to fix that problem).",true,35,AG7F4B6AMAKDJKGNKMEVCYGJTKPQ,2026-08-26T09:00:00+02:00
CR-002097,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-10,1491791688000,4.0,Basic but effective,"*Updated on 4/13/2017<br />Oreck WK16000 Air Response Hepa Purifier is a basic, no frills filter that essentially does its job as advertised. Upon a thorough inspection of its exterior components, I could not find any sensors that would control its operation due to the amount of dust particles, aka DustSense. However, when set to AUTO, it does indeed &#34;magically&#34; notice the change in air quality and speeds up the blades for an increased air flow. I discovered this by accident, while treating my carpets the other day.<br /><br />The operation controls of this air purifier offer an automatic sensor switch, 3 air flow/speed settings, a shut off timer, and also allow you to turn off the exterior LED lights. The latter feature is important if you plan to use this air purifier in your bedroom, since the bright blue LED lights can interfere with your sleep. The air purifier is generally quiet, and I expect any air purifier to emit a certain amount of hum due to the airflow. However, this Oreck, due to its design, also emits a notable whine which can be unbearable to some people. In fact, my wife has ended up removing it from our bedroom. You see, most air purifiers have a front (or back) grill through which the air travels. This Oreck is designed to intake air from side openings (see product photos). This is why, I suspect, it creates a bit of a whine. The whine is especially noticeable on speed 2 and speed 3 setting.<br /><br />A few more brief observations:<br />1. The filters are easy remove.<br />2. The front panel is securely attached<br />3. The functionality, effectiveness, and the looks of this air filter are certainly above average.<br /><br />I think that this Oreck is a very good, effective air purifier, although I think it has been priced out of the &#34;basic&#34; air purifier range, probably due to its household/staple brand name. A slight whine is something to be aware of as well. Otherwise, this is a very solid product worth considering.<br /><br />** 1/28/2018 Update **<br />I have not called the manufacturer yet, but the unit just stopped working. The power sensor button is lit, but none of the controls are. I cannot reset the purifier in any way. Power-cycling the unit did not help. Replacing / cleaning the filters did not help either. I am puzzled.",false,2,AEIUSPRSCAGYTTAAZDOC4QALBNLQ,2026-08-26T09:00:00+02:00
CR-002098,B000I0WQWC,"Holmes Arm and Hammer Air Purifier Booster Filter, 4 Pack",Holmes,amazon_us,2017-04-10,1491844401000,4.0,Four Stars,works anf fits,true,0,AHPMD7CUWOYKITUSDDTQUSHWGFDQ,2026-08-26T09:00:00+02:00
CR-002099,B000I0WQWC,"Holmes Arm and Hammer Air Purifier Booster Filter, 4 Pack",Holmes,amazon_us,2017-04-10,1491845409000,4.0,Four Stars,they are very loud,true,0,AG7QDUNHHYR4TEW2X6IOSC6T5A7Q,2026-08-26T09:00:00+02:00
CR-002100,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-11,1491938877000,5.0,"Powerful, Quiet, Works!","This is a very strange design for an air purifier but for the superior quality it offers I can overlook that. The user touch-base controls are very sleek and simple to use. You can even turn the lighted panel off and I use the timer every day. I've had no off-gasing smells coming from it like others have had. With each level the louder the machine gets but on low I can't even hear it unless the room is dead silent then it's like a whisper. I have to say I'm impressed with how well it cleans the air as I was skeptical about &#34;air purifiers&#34; in general. With several rescue pets and a husband coming and going from outside, this Oreck really does get rid of odors in the air and it feels easier to breathe. I don't think it's over-priced at all considering the quality and it's outstanding performance as long as it lasts for several years to come. It would be nice though if Amazon sold the replacement filters. Just really dislike the trash can paper shredder design.",false,1,AF7DRPO4TT3STSJNZAQCWBTYZSCQ,2026-08-26T09:00:00+02:00
CR-002101,B01GXFY0KQ,Green Air Encore HEPA and Odor Fighting Filter Air Purifier with IonCluster Technology 1000 sq. ft.,Green Air,amazon_us,2017-04-12,1492012154000,5.0,Significant help,"This has helped significantly with cat allergies. This is located in a 13x18 open floor plan main room (12 foot ceilings) and even though air freely flows into the room from other sections of the house, it is a noticeable improvement.",true,2,AGAJ5RPWQUNHIWE3DYOD6MQRLHWA,2026-08-26T09:00:00+02:00
CR-002102,B01MF8W1D1,WSTA Portable Plug In Air Purifier,WSTA,amazon_us,2017-04-12,1492025686000,1.0,One Star,bad,true,1,AGCE7UU42LK5654Z2NBLVA7YEGXA,2026-08-26T09:00:00+02:00
CR-002103,B003RYRKGS,"Honeywell 136434BA EAC Ionizer Wire Fits 16"" Air Cleaner",Honeywell,amazon_us,2017-04-13,1492093679000,5.0,Five Stars,"Perfect fit, service was fast.",true,0,AE5Y2JQ3SXSMAKQZJ32D5TXSIXZQ,2026-08-26T09:00:00+02:00
CR-002104,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-13,1492097056000,5.0,Very thorough Air Cleaner.,Works day and night so quiet you can't hear it.  Four filters of different types clean virtually everything bad out of the air.  One filter has four options--make sure you decide which you want and specify it.,true,1,AED3QQL23DEEZDXZDTWQB32WEVLA,2026-08-26T09:00:00+02:00
CR-002105,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-14,1492129629000,5.0,The Very Best!,"This is the best air filter you can buy. I foolishly bought an Allerair for more money and it did not do the job half as well.<br />Outstanding quiet, performance,  and aesthetics.<br />LL",true,1,AFQWMUCICB36IK2JS7PZ24JAUPNQ,2026-08-26T09:00:00+02:00
CR-002106,B009CAUR6G,"ENVION Therapure TPP540 Medium to Large Room Filter HEPA Air Purifier with 3 Fan Speeds, LED Display, and 24 Hour Timer, Black",Envion,amazon_us,2017-04-14,1492184521000,2.0,"TPP540 ordered, TPP640 sent.","I ordered these, the TPP540, because I had two and they are getting old. What I got was the new TPP640. I had purchase the TPP640 elsewhere and after the first cleaning the auto feature stopped working. I sent them back. The ones they substituted cost twice what the other seller charged for the same unit.",true,1,AEL7Y27KWLICI6D4EOP2D7WITGTA,2026-08-26T09:00:00+02:00
CR-002107,B0BBV2Z7VG,"Alen BreatheSmart Classic H13 HEPA Air Purifier, Air Purifiers For Home Large Room w/ 1100 SqFt Coverage, Medical-Grade Air Cleaner for Pet Dander & Odor, up to 12 Mos. Filter Life, Oak",Alen,amazon_us,2017-04-15,1492275603000,5.0,Five Stars,Arrived on time and undamaged. Seems to be working well.,true,0,AFVRFA3MJVB3JSBPDSHJSVWBWRHA,2026-08-26T09:00:00+02:00
CR-002108,B018M98UDE,"Sharp FPF50UW Plasmacluster Ion True HEPA Filter Air Purifier, 210 Square Feet",Sharp,amazon_us,2017-04-16,1492361476000,5.0,Five Stars,Very nice item,true,0,AGOQVFZ53YWVSIZJQS3FDBIWAZZQ,2026-08-26T09:00:00+02:00
CR-002109,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-17,1492431030000,4.0,"It's fine, I guess","Occasionally when reviewing a product, I find I have very little to say about it, for any number of reasons.  It isn't what I thought it would be, it's not right for me, or as in this case, I just don't get the fuss.  That's when I end up ranking it along with the average.<br /><br />The machine seems to be working, it's nice and quiet, the timer works, it does not need any assembly or prep.  We just don't really notice any difference.  The air does not seem fresher.  We have been using it for several weeks now and are still pretty apathetic.  I realize this review probably isn't going to be very helpful to people contemplating plunking down $200+ on an air purifier...or maybe it is.  We don't have severe indoor allergies, the air in our house just gets stuffy sometimes.  If you are like us, then this product probably won't make your life much better, and for the price, it should make life A LOT better.",false,0,AFJOOQ6ZJD4LWH355H74L56YY2LA,2026-08-26T09:00:00+02:00
CR-002110,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-17,1492441380000,5.0,Seems to work as expected,"This air filter seems to work great in a small space like it is advertised.  It is quiet and easy to use which is great.  I'm pretty sure it works because I have a Withings Home camera that tells me the air quality in a room and before using the Oreck WK16000 it would tell us that our air quality was 1200 ppm to 1600 ppm.  Since turning the Oreck on, it hovers around 600 ppm.  I would say, based on the data, that it is working as expected from Oreck.",false,0,AE4KD6JF7FIZNUAELRR6OV2NLVPQ,2026-08-26T09:00:00+02:00
CR-002111,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-17,1492461125000,4.0,It arrived in good condition and putting it together could not have been ...,"I have only had it for a few weeks, but it has improved the smell of my house.  I am a smoker and have cats and sometimes have cooking odors too.  I feel now that when I walk in the house, the smoke smell is not as prevalent. It's still there, but less so.  It arrived in good condition and putting it together could not have been simpler...and if anyone can foul up instructions, it's me!  On High speed, it's a white noise in the background so I feel it has a very acceptable noise level.  As long as it holds up and I don't go through filters at an alarming rate, I will be very satisfied with this purchase.  It seems expensive, but I think it would greatly improve most situations.",true,2,AHQDBWVQGFAZXJCPELKMHH7LJRUQ,2026-08-26T09:00:00+02:00
CR-002112,B01MF8W1D1,WSTA Portable Plug In Air Purifier,WSTA,amazon_us,2017-04-17,1492467080000,5.0,love,"this works, bought 3, love it",true,1,AEPZZPTTFE5QY7R3C2U2FMEQNISQ,2026-08-26T09:00:00+02:00
CR-002113,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-19,1492561352000,5.0,It seems to be doing a good job at cleaning the air because my daughter has ...,Have been using the air cleaner for a month.  We have several cats.  It seems to be doing a good job at cleaning the air because my daughter has not stated that her allergies are bothering her when she comes to visit.  I like the design of the rabbit air and it is a quiet machine.,true,2,AGR44NH6J2HBCCFALUIYP3IYFSTA,2026-08-26T09:00:00+02:00
CR-002114,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2017-04-19,1492562298000,5.0,Happy owner,This thing is in my bedroom and runs the whole time I sleep. I live in Nevada a lot of dust and pollen from sage brush and rabbit brush. I no longer wake up with a stuffed up head and I noticed this after the first night. To me this item was worth every penny I spent on it. I did not get any discount but I am totally satisfied with this filtration system.,true,0,AHBC74FAMFNOASRBVS5K5HPMIUNA,2026-08-26T09:00:00+02:00
CR-002115,B003RYPPO2,"Honeywell 136434AA EAC Ionizer Wire Fits 20"" Air Cleaner",Honeywell,amazon_us,2017-04-19,1492575892000,5.0,Perfect,Fit perfectly and easy installation.,true,0,AGGSZB665OFN3A3KIXOQMVF2QY4A,2026-08-26T09:00:00+02:00
CR-002116,B000HECMEG,Generac Part #: 0E9581 - AIR CLEANER GTH530 HSB (Discontinued by Manufacturer),Generac,amazon_us,2017-04-19,1492624222000,4.0,Four Stars,easy to install.,true,0,AF4KG47MZT7HCJGLPTHP3KDFDWHQ,2026-08-26T09:00:00+02:00
CR-002117,B0BBV2Z7VG,"Alen BreatheSmart Classic H13 HEPA Air Purifier, Air Purifiers For Home Large Room w/ 1100 SqFt Coverage, Medical-Grade Air Cleaner for Pet Dander & Odor, up to 12 Mos. Filter Life, Oak",Alen,amazon_us,2017-04-19,1492636703000,5.0,I'm pretty impressed with this air cleaner,"I'm pretty impressed with this air cleaner. We bought it when both me and my little one got sick. Oh wow, it helped tremendously and we recovered. I had no idea how much our old air filter wasn't cutting it and what this thing could do. So happy we got it. Yes it's a lot of money compared to other air cleaners you can get &#34;for cheap&#34;, but it's totally worth it.",true,1,AFY2YMGPQBR4YJFDH2OVBZIZUBAA,2026-08-26T09:00:00+02:00
CR-002118,B01GXFY0KQ,Green Air Encore HEPA and Odor Fighting Filter Air Purifier with IonCluster Technology 1000 sq. ft.,Green Air,amazon_us,2017-04-19,1492645408000,5.0,Impressive results,"After purchasing a flipped home, I was slightly concerned with the possibility of mold in the walls as the plaster walls remained entact. The house was vacant for 20 plus years and it concerned me what would be in the walls. I noticed an increase in my daughters' and my allergies after the move along with a &#34;stale&#34; scent to the house when it was closed for the winter. I purchased this in hopes it would eliminate the scent and reduce the allergy flare ups. Within hours I noticed and incredibly different feeling in the air along with the stale scent being completely gone! I am very impressed with the performance!",true,39,AEQ2HVGFPL42RTZRSSKU2SDGOJEA,2026-08-26T09:00:00+02:00
CR-002119,B0776XKZ1Y,"KANBERRA GEL 524003 Natural Air Purifier Gel, 8-Ounce",Kanberra Gel,amazon_us,2017-04-21,1492744772000,4.0,It doesn't have strong smell which I like. Very subtle and pleasant smells of tea tree,It doesn't have strong smell which I like. Very subtle and pleasant smells of tea tree. I don't know yet this one will help mold problem. I need to use a few months at least to see the result.,true,1,AEFUQXPV4ILK7YDVD2CAJW5TPWDA,2026-08-26T09:00:00+02:00
CR-002120,B0B2DX3SNN,"Oreck Air Response Air Purifier, HEPA and Carbon Filtration For Home, Quiet, Medium, Silver, WK16001",Oreck,amazon_us,2017-04-21,1492753088000,5.0,Five Stars,So far seems to be working great. My sneezing is down 90%.,true,8,AGAWSQGGJWPLT24MVIPW7QXJNEXQ,2026-08-26T09:00:00+02:00
CR-002121,B093JYV9RR,"Alen FLEX Air Purifier, Quiet Air Flow for Large Rooms, 700 SqFt, Air Cleaner for Allergens, Dust, Mold, Pet Odors, Smoke with Long Filter Life",Alen,amazon_us,2017-04-22,1492819311000,5.0,Five Stars,Love it,true,0,AGZKCSIS5K62TU4FYUNZ2GCM3AEQ,2026-08-26T09:00:00+02:00
CR-002122,B01GXFY0KQ,Green Air Encore HEPA and Odor Fighting Filter Air Purifier with IonCluster Technology 1000 sq. ft.,Green Air,amazon_us,2017-04-22,1492862619000,5.0,Definitely worth the money!,"Definitely worth the money! I was kind of skeptical at first because of the price but it looks great, quite, it's automatic, and it tells you the air quality by color. I actually love it! Plus it looks futuristic!",true,1,AEV4RXQAPCJ4SBEFPJVBKSJDH45Q,2026-08-26T09:00:00+02:00
